BERDO ID,Tax Parcel ID,Property Owner Name,Building Address ,Building Address City,Building Address Zip Code,Parcel Address ,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),"Renewable System Electricity Usage Onsite (kBtu)
",District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Reporting Status,Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA) ,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,
105818,0504284000,sixty queensberry street,60 queensberry st,boston,02215,60 queensberry st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105821,0105400040,slip65 condominium trust,65 lewis st,boston,02128,65 lewis st,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105839,2100065000,soho realty lps mass lps,61 brookline ave,boston,02215,61  65 brookline av,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105845,2100540000,sorella gardner street llc,80 gardner st,boston,02134,80 gardner st,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105861,0305364200,south station phase i owner llc,700 atlantic av,boston,02210,700 atlantic av,boston,02210,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105862,1103286000,south street ljs llc mass llc,218-230 south st,boston,02130,218  230 south st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105863,0801022030,southampton wholesale,80-88 newmarket sq,boston,02118,88  80 newmarket sq,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105866,0504309000,southern n e conference,105 jersey st,boston,02215,peterborough st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105867,0703998000,southern new eng conference,50 stoughton st,boston,02125,sumner st,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105875,2101161000,sparhawk loft condominium trust,244 brighton ave,boston,02134,244  240 brighton av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105880,1801691000,spiritco inc,535-541 river st,boston,02126,559 river st,boston,02126,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105882,2100871000,spofford place condo tr,36 glenville ave,boston,02134,5 spofford rd,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105889,2008912000,spring street associates llc,97-99 spring st,boston,02132,97  99 spring st,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105892,0800822000,spry richard j,6-14 howard st,boston,02119,6  14 howard st,boston,02119,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105893,1102534000,srt realty llc,500 amory st,boston,02130,510 amory st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105896,0503373000,st botolph club inc mass,199 commonwealth ave,boston,02116,199 commonwealth av,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105908,2203688000,st johns seminary,676 washington st,boston,02135,676  682 washington st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105909,2203688000,st johns seminary,680 washington st,boston,02135,676  682 washington st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105937,1301403000,st marys infant asylum,90 cushing ave,boston,02125,jerome st,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105938,1301403000,st marys infant asylum,84 cushing ave,boston,02125,jerome st,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105943,2002524000,st>georges syrian orthodox,55 emmonsdale rd,boston,02132,55 emmonsdale rd,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105945,1101532000,stamatos george c,3116-3122 washington st,boston,02119,87 school st,boston,02119,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105946,1901409000,stamatos james c,668a-672 centre st,boston,02130,6 seaverns av,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105949,2100047000,star markets company inc mass cp,33 kilmarnock st,boston,02215,1380  1358 boylston st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105969,2005903000,stonehedge convalescent,5 redlands rd,boston,02132,5 redlands rd,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105983,2102521000,strathmore woods condo tr,153 strathmore rd,boston,02135,153 strathmore rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105986,2102305000,stratwick condo tr,46 chiswick rd,boston,02135,46 chiswick rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106005,1902901000,sullivan jeffrey p,20 mahler rd,boston,02131,20 mahler rd,boston,02131,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106006,1602887010,sullivan timothy j,1 templeton way,boston,02124,1  9 templeton wy,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106016,0103711006,sunoco partners marketing &,580 chelsea st,boston,02128,570  600 chelsea st,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106023,2102180000,sutherland village condo tr,100-100a lanark rd,boston,02135,132  116 sutherland rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106024,2102180000,sutherland village condo tr,110 lanark rd,boston,02135,132  116 sutherland rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106025,2102180000,sutherland village condo tr,120-120a lanark rd,boston,02135,132  116 sutherland rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106026,2102180000,sutherland village condo tr,116 sutherland rd,boston,02135,132  116 sutherland rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106027,2102180000,sutherland village condo tr,30 kinross rd,boston,02135,132  116 sutherland rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106028,2102180000,sutherland village condo tr,34 kinross rd,boston,02135,132  116 sutherland rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106029,2000360000,swbcdc homes llc,4345-4351 washington st,boston,02131,4345  4351 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106040,1500294000,t & t investment realty trust,95-99 freeport st,boston,02122,95  99 freeport st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106061,2100835000,tale constantine g,1213-1223 commonwealth ave,boston,02134,1213  1223 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106062,2202752000,tara 1660 llc mass llc,1660-1670 soldiers field rd,boston,02135,1660  1670 soldiers field rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106064,0703501010,target corporation,7 allstate rd,boston,02125,7 allstate rd,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106071,0202636000,teamsters local 25 rlty inc,544-548a main st,boston,02129,544 548a main st,boston,02129,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106072,0601729000,tekscan holdings,307-313 w first st,boston,02127,307  323 w first st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106081,0902416010,ten williams st condo tr,8-10 williams st,boston,02119,10 williams st,boston,02119,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106082,0800475000,ten-33 mass ave assoc llc,1033 massachusetts ave,boston,02118,1033 massachusetts av,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106102,1704192000,the mills condominium assn,2089 dorchester ave,boston,02124,2089 dorchester av,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106103,1602324000,the neighborhood house chart,21 queen st,boston,02122,21 queen st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106113,2000024010,the residences at tafthill park condominium trust,10  20 tafthill pk,boston,02131,10  20 tafthill pk,boston,02131,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106122,2101036000,thirteen o7 commonwealth condo tr,1307 commonwealth ave,boston,02134,1307 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106124,0502163000,thirty 1-33 irving street,31-33 irving st,boston,02114,31  33 irving st,boston,02114,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106125,0303175000,thirty 2-36a fleet street,32-36a fleet st,boston,02109,32 36a fleet st,boston,02109,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106131,0302126000,thirty 8 charter street,38 charter st,boston,02113,38 38a charter st,boston,02113,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106134,1604299000,thirty hilltop street,30 hill top st,boston,02124,30 hill top st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106135,0303888000,thirty one state st llc mass llc,7 congress st,boston,02109,31 state st,boston,02109,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106137,2201752000,thirty-1 north beacon st llc mass llc,1 everett st,boston,02134,31 n beacon st,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106140,0304806000,thirty-7-43 temple place llc mass llc,37-43 temple pl,boston,02111,37  43 temple pl,boston,02111,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106141,0600072010,thirty-six a st condo tr,36 a st,boston,02127,36 a st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106146,0200435000,thompson sq partners llc,1-2 thompson sq,boston,02129,1  2 thompson sq,boston,02129,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106148,0400019000,three 06 columbus avenue,306-310 columbus ave,boston,02116,312  306 columbus av,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106152,2101779000,three 13 - 317 summit ave condo tr,313 summit ave,boston,02135,313  317 summit av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106159,2202373000,three 54-360 market st condo tr,354 market st #354-1,boston,02135,360  354 market st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106160,2202373000,three 54-360 market st condo tr,358-360 market st,boston,02135,360  354 market st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106161,2203328000,three 57 faneuil street,357 faneuil st,boston,02135,357 faneuil st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106162,2203328200,three 65 faneuil street,365 faneuil st,boston,02135,365 faneuil st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106164,1000308000,three 78-386 riverway condo tr,378-386 riverway,boston,02115,386  378 riverway st,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106167,1000307000,three 90 riverway condo assn,390-392 riverway,boston,02115,392  390 riverway st,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106168,1000306000,three 94 riverway condo assn,394 riverway,boston,02115,901  903 huntington av,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106169,0901323100,three douglass park,3 douglass pk,boston,02118,3 douglass pk,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106172,0501145000,three realty limited,310-316 stuart st,boston,02116,135  137 columbus av,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106173,0503289000,three thirty beacon street,330 beacon st,boston,02116,324  332 beacon st,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106176,0601690010,three-21 west second st cond,321 w second st,boston,02127,321 w second st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106180,1000829000,three-5-11 darling st llc mass llc,3 darling st,boston,02120,wait st,boston,02120,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106181,1000829000,three-5-11 darling st llc mass llc,5 darling st,boston,02120,wait st,boston,02120,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106185,0601138000,three-91 west broadway llc mass llc,391-393 w broadway,boston,02127,391  393 w broadway,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106186,0601139000,three-95 west broadway llc mass llc,395-397a w broadway,boston,02127,395 397a w broadway,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106193,1404609000,toney edward ts,11 rhoades st,boston,02124,11 rhoades st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106217,2102170000,towne lyne condo tr,35 chiswick rd,boston,02135,35 chiswick rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106218,2102170000,towne lyne condo tr,76 strathmore rd,boston,02135,35 chiswick rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106219,2102170000,towne lyne condo tr,60 sutherland rd,boston,02135,35 chiswick rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106220,2203713000,towne lyne house condo tr,121 tremont st,boston,02135,121 tremont st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106221,2102063000,townhouses at corey heights,36 cummings rd,boston,02135,40  36 cummings rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106222,2102063000,townhouses at corey heights,40 cummings rd,boston,02135,40  36 cummings rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106223,1809396000,townhouses at glenwood,10 dacy st # 10,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106224,1809396000,townhouses at glenwood,10-12 dacy st,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106225,1809396000,townhouses at glenwood,14-16 dacy st,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106226,1809396000,townhouses at glenwood,10-12 glenwood ave,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106227,1809396000,townhouses at glenwood,14-16 glenwood ave,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106228,1809396000,townhouses at glenwood,18-20 glenwood ave,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106229,1809396000,townhouses at glenwood,2-4 glenwood ave,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106230,1809396000,townhouses at glenwood,6-8 glenwood ave,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106231,1809396000,townhouses at glenwood,6 glenwood ave,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106232,1809396000,townhouses at glenwood,26-28 dacy st,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106233,1809396000,townhouses at glenwood,18-20 dacy st,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106234,1809396000,townhouses at glenwood,22-24 dacy st,boston,02136,2  20 glenwood av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106235,1809357010,townhouses at neponset river,23-25 grantley st,boston,02136,23  35 grantley st,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106236,1809357010,townhouses at neponset river,33-35 grantley st,boston,02136,23  35 grantley st,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106244,2101052000,tramontozzi family assoc llc,1349-1363 commonwealth ave,boston,02134,1349  1363 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106248,1809455003,trec llc,1660 hyde park ave,boston,02136,1660 hyde park av,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106250,0304797000,tremont commons corp,131-134 tremont st,boston,02111,134  131 tremont st,boston,02111,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106255,1704584000,tri capital development llc mass llc,12 bailey st,boston,02124,12 bailey st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106256,0503130000,tribeca apl boston llc,815-825 boylston st,boston,02116,815  825 boylston st,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106276,0601694000,trolley house condominium trust,335-337 w second st,boston,02127,335  337 w second st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106333,0600699010,tudor commons condominium trust,119 tudor st,boston,02127,122 a 124f w seventh st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106334,0600699010,tudor commons condominium trust,125 tudor st,boston,02127,122 a 124f w seventh st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106336,2102215000,tudor manor condominium trust,1714 commonwealth ave #1714-1,boston,02135,1714  1734 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106339,0203591000,tudor wharf hotel rlty llc,44 charles river ave,boston,02129,44 charles river av,boston,02129,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106353,2100870000,twelve 67-1269 commonwealth,1267-1269 commonwealth ave,boston,02134,1267  1269 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106354,0703891000,twelve mount vernon street llc,620-624 columbia rd,boston,02125,4 hamlet st,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106358,0802262000,twelve-93-1295 massachusetts,304-308 dudley st,boston,02119,304  308 dudley st,boston,02119,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106364,2100456000,twenty 2 pratt st llc,22 pratt st,boston,02134,22 pratt st,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106366,0801132010,twenty 7 wareham st condo tr,27 wareham st,boston,02118,27 wareham st,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106369,0300059000,twenty one-23 temple condo,21-23 temple st,boston,02114,21  23 temple st,boston,02114,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106381,0504196000,twins real estate holdings llc,45-47 lansdowne st,boston,02215,45  47 lansdowne st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106382,0504336000,twins real estate holdings llc,19-23 jersey st,boston,02215,19  23 jersey st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106383,0504338000,twins realty trust,31-37 jersey st,boston,02215,31  37 jersey st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106386,2102381000,two 2 orkney road condo tr,22 orkney rd,boston,02135,22 orkney rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106387,0801021050,two 25 southampton st llc mass llc,225 southampton st,boston,02118,225 southampton st,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106393,0700007000,two 37 albany st inv llc a mass llc,307 dorchester ave,boston,02127,307 r307 dorchester av,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106394,0503388000,two 39 commonwealth av,239 commonwealth ave,boston,02116,239 commonwealth av,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106400,0502640000,two 74 beacon st inc,274 beacon st,boston,02116,274 beacon st,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106407,0503569000,two 93 295 comm ave condo tr,293-295 commonwealth ave,boston,02115,293  295 commonwealth av,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106413,0301672000,two hundred portland st llc,85 causeway st,boston,02114,81  89 causeway st,boston,02114,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106415,2002709000,two lagrange st condo tr,2 lagrange st,boston,02132,2 lagrange st,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106420,1103654000,two-16 hyde park av lps,2-6 hyde park ave,boston,02130,2 woodlawn st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
106421,0305473000,two-31 harrison av lp,231-235 harrison ave,boston,02111,231  235 harrison av,boston,02111,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
